1.2185751068650594e-10	1.584812228772072e-10	1.9997366277248272e-10	2.43724771851695e-10	2.843568104689466e-10	3.1401176936241576e-10	3.249961996948163e-10	3.1401176936241576e-10	2.843568104689466e-10	2.43724771851695e-10	1.9997366277248272e-10	1.584812228772072e-10	1.2185751068650594e-10	
8.523016663343594e-11	1.2185003331887622e-10	1.6642931133378742e-10	2.1742502483642036e-10	2.689342648852321e-10	3.093599188272958e-10	3.249942113439866e-10	3.093599188272958e-10	2.689342648852321e-10	2.1742502483642036e-10	1.6642931133378742e-10	1.2185003331887622e-10	8.523016663343594e-11	
4.374156434540857e-11	7.72654734840576e-11	1.218362696054786e-10	1.7869416404612675e-10	2.4369322131182727e-10	3.010725426904332e-10	3.2499054887704504e-10	3.010725426904332e-10	2.4369322131182727e-10	1.7869416404612675e-10	1.218362696054786e-10	7.72654734840576e-11	4.374156434540857e-11	
7.091063778761074e-15	2.6282190528855847e-11	6.497144352341913e-11	1.2180653956345265e-10	1.9989539687001002e-10	2.843012284550718e-10	3.249826268689375e-10	2.843012284550718e-10	1.9989539687001002e-10	1.2180653956345265e-10	6.497144352341913e-11	2.6282190528855847e-11	7.091063778761074e-15	
-4.059466245229238e-11	-2.518602850972422e-11	1.6361448296917744e-14	4.3717680949239006e-11	1.2172164464456288e-10	2.4352272087247467e-10	3.249599225969105e-10	2.4352272087247467e-10	1.2172164464456288e-10	4.3717680949239006e-11	1.6361448296917744e-14	-2.518602850972422e-11	-4.059466245229238e-11	
-7.02167057924263e-11	-6.555368248759009e-11	-5.7256771615054715e-11	-4.050332909154488e-11	6.664240519051452e-14	1.2126444536892804e-10	3.248355145532417e-10	1.2126444536892804e-10	6.664240519051452e-14	-4.050332909154488e-11	-5.7256771615054715e-11	-6.555368248759009e-11	-7.02167057924263e-11	
-8.118635498358437e-11	-8.11584369201215e-11	-8.110705305097675e-11	-8.099608605020054e-11	-8.067939510058342e-11	-7.897836774551228e-11	2.980294928441025e-10	-7.897836774551228e-11	-8.067939510058342e-11	-8.099608605020054e-11	-8.110705305097675e-11	-8.11584369201215e-11	-8.118635498358437e-11	
-7.02167057924263e-11	-6.555368248759009e-11	-5.725677161505471e-11	-4.050332909154488e-11	6.664240519051452e-14	1.2126444536892804e-10	3.248355145532417e-10	1.2126444536892804e-10	6.664240519051452e-14	-4.050332909154488e-11	-5.725677161505471e-11	-6.555368248759009e-11	-7.02167057924263e-11	
-4.0594662452292376e-11	-2.5186028509724216e-11	1.6361448296917744e-14	4.3717680949239006e-11	1.2172164464456288e-10	2.4352272087247467e-10	3.2495992259691057e-10	2.4352272087247467e-10	1.2172164464456288e-10	4.3717680949239006e-11	1.6361448296917744e-14	-2.5186028509724216e-11	-4.0594662452292376e-11	
7.091063778761073e-15	2.6282190528855843e-11	6.497144352341913e-11	1.2180653956345265e-10	1.9989539687001004e-10	2.843012284550718e-10	3.249826268689375e-10	2.843012284550718e-10	1.9989539687001004e-10	1.2180653956345265e-10	6.497144352341913e-11	2.6282190528855843e-11	7.091063778761073e-15	
4.374156434540857e-11	7.72654734840576e-11	1.218362696054786e-10	1.7869416404612675e-10	2.4369322131182727e-10	3.010725426904332e-10	3.2499054887704504e-10	3.010725426904332e-10	2.4369322131182727e-10	1.7869416404612675e-10	1.218362696054786e-10	7.72654734840576e-11	4.374156434540857e-11	
8.523016663343593e-11	1.2185003331887622e-10	1.6642931133378742e-10	2.1742502483642036e-10	2.689342648852321e-10	3.093599188272958e-10	3.2499421134398654e-10	3.093599188272958e-10	2.689342648852321e-10	2.1742502483642036e-10	1.6642931133378742e-10	1.2185003331887622e-10	8.523016663343593e-11	
1.2185751068650594e-10	1.584812228772072e-10	1.999736627724827e-10	2.43724771851695e-10	2.843568104689466e-10	3.1401176936241576e-10	3.249961996948163e-10	3.1401176936241576e-10	2.843568104689466e-10	2.43724771851695e-10	1.999736627724827e-10	1.584812228772072e-10	1.2185751068650594e-10	
